Order_id,order_date,order_time,location,channel,customer_id,customer_type,product_category,product,quantity,unit_price,discount,revenue,food_cost,gross_profit,payment_method,table_number,table_size,booking,server_id,wait_time_minute,customer_rating,weather,day_of_week,month
O0118910-3,2026-06-15,12:59:00,Norwich City Centre,Delivery,C16140,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Contactless,,,No,S001,4,4.6,Rain,Monday,June
O0118911,2026-06-01,13:54:00,Norwich Riverside,Dine-in,C13449,Returning,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Contactless,26.0,2.0,Yes,S002,10,4.5,Rain,Monday,June
O0118911-2,2026-06-01,13:54:00,Norwich Riverside,Dine-in,C13449,Returning,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Card,1.0,4.0,Yes,S003,17,5.0,Rain,Monday,June
O0118912,2026-06-01,21:21:00,Norwich Riverside,Dine-in,C11581,Returning,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,11.0,2.0,No,S003,15,4.5,Rain,Monday,June
O0118912-2,2026-06-01,21:21:00,Norwich Riverside,Dine-in,C11581,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,22.0,4.0,Yes,S005,20,3.9,Rain,Monday,June
O0118912-3,2026-06-01,21:21:00,Norwich Riverside,Dine-in,C11581,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,26.0,6.0,Yes,S003,23,4.5,Rain,Monday,June
O0118912-4,2026-06-01,21:21:00,Norwich Riverside,Dine-in,C11581,Returning,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Card,8.0,4.0,Yes,S006,15,4.9,Rain,Monday,June
O0118913,2025-06-30,20:13:00,Norwich City Centre,Dine-in,C11431,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,24.0,4.0,Yes,S004,17,3.9,Rain,Monday,June
O0118913-2,2026-06-08,20:13:00,Norwich City Centre,Dine-in,C11431,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Online,14.0,4.0,Yes,S006,10,4.2,Rain,Monday,June
O0118913-3,2026-06-29,20:13:00,Norwich City Centre,Dine-in,C11431,New,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,17.0,2.0,Yes,S001,13,5.0,Rain,Monday,June
O0118914,2026-06-01,18:09:00,Norwich Riverside,Dine-in,C11897,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,25.0,4.0,No,S006,22,4.3,Rain,Monday,June
O0118914-2,2026-06-01,18:09:00,Norwich Riverside,Dine-in,C11897,New,mains,Chicken & Chorizo Paella,1,19.5,0.05,18.52,5.65,12.87,Online,25.0,4.0,Yes,S005,9,4.2,Rain,Monday,June
O0118915,2026-06-01,16:36:00,Norwich Riverside,Delivery,C16893,Returning,drinks,Soft Drink,3,3.2,0.0,9.6,1.73,7.87,Contactless,,,No,S003,16,4.1,Rain,Monday,June
O0118915-2,2026-06-01,16:36:00,Norwich Riverside,Delivery,C16893,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Cash,,,No,S002,10,4.6,Rain,Monday,June
O0118915-3,2026-06-01,16:36:00,Norwich Riverside,Delivery,C16893,Returning,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Card,,,No,S005,15,4.3,Rain,Monday,June
O0118916,2026-06-01,18:00:00,Norwich Riverside,Dine-in,C15840,New,desserts,Churros,2,6.0,0.0,12.0,2.4,9.6,Card,7.0,2.0,Yes,S003,10,4.1,Rain,Monday,June
O0118916-2,2026-06-01,18:00:00,Norwich Riverside,Dine-in,C15840,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,24.0,2.0,Yes,S003,20,4.4,Rain,Monday,June
O0118916-3,2026-06-01,18:00:00,Norwich Riverside,Dine-in,C15840,New,mains,Vegetable Paella,1,17.5,0.1,15.75,4.73,11.02,Card,15.0,4.0,No,S002,24,4.7,Rain,Monday,June
O0118917,2026-06-08,18:42:00,Norwich City Centre,Delivery,C15550,New,mains,Black Rice with Squid,1,21.0,0.05,19.95,6.3,13.65,Card,,,No,S004,16,4.7,Rain,Monday,June
O0118917-2,2026-06-01,18:42:00,Norwich City Centre,Delivery,C15550,New,tapas,Croquetas,1,8.5,0.05,8.07,2.38,5.69,Card,,,No,S005,14,4.8,Rain,Monday,June
O0118917-3,2026-06-08,18:42:00,Norwich City Centre,Delivery,C15550,New,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Card,,,No,S004,15,4.4,Rain,Monday,June
O0118918,2025-06-30,19:20:00,Norwich City Centre,Dine-in,C12414,Loyal,drinks,Spanish Lager,2,5.5,0.0,11.0,2.64,8.36,Card,25.0,2.0,No,S001,22,3.6,Rain,Monday,June
O0118919,2026-06-15,19:43:00,Norwich City Centre,Dine-in,C15212,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,3.0,2.0,No,S003,15,3.8,Rain,Monday,June
O0118919-2,2026-06-22,19:43:00,Norwich City Centre,Dine-in,C15212,Returning,mains,Black Rice with Squid,1,21.0,0.1,18.9,6.3,12.6,Card,13.0,2.0,Yes,S005,23,4.2,Rain,Monday,June
O0118919-3,2025-06-30,19:43:00,Norwich City Centre,Dine-in,C15212,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Online,1.0,6.0,No,S003,12,3.9,Rain,Monday,June
O0118920,2026-06-01,20:36:00,Norwich Riverside,Dine-in,C19864,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Online,22.0,4.0,No,S001,17,3.7,Rain,Monday,June
O0118920-2,2026-06-01,20:36:00,Norwich Riverside,Dine-in,C19864,Returning,mains,Seafood Paella,1,22.0,0.1,19.8,6.82,12.98,Card,29.0,6.0,No,S001,29,4.5,Rain,Monday,June
O0118921,2025-06-30,14:36:00,Norwich City Centre,Delivery,C11112,Returning,drinks,Sparkling Water,3,2.8,0.0,8.4,1.34,7.06,Card,,,No,S006,18,5.0,Rain,Monday,June
O0118921-2,2026-06-08,14:36:00,Norwich City Centre,Delivery,C11112,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Contactless,,,No,S005,12,4.2,Rain,Monday,June
O0118921-3,2025-06-30,14:36:00,Norwich City Centre,Delivery,C11112,Returning,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Contactless,,,No,S004,12,4.6,Rain,Monday,June
O0118921-4,2026-06-15,14:36:00,Norwich City Centre,Delivery,C11112,Returning,drinks,Coffee,3,3.0,0.0,9.0,1.35,7.65,Card,,,No,S006,12,4.4,Rain,Monday,June
O0118921-5,2026-06-22,14:36:00,Norwich City Centre,Delivery,C11112,Returning,desserts,Churros,1,6.0,0.1,5.4,1.2,4.2,Contactless,,,No,S006,18,4.2,Rain,Monday,June
O0118922,2026-06-02,18:13:00,Norwich Riverside,Dine-in,C18866,Returning,tapas,Patatas Bravas,1,7.5,0.05,7.12,1.88,5.24,Card,7.0,6.0,No,S003,19,4.2,Partly Cloudy,Tuesday,June
O0118922-2,2026-06-02,18:13:00,Norwich Riverside,Dine-in,C18866,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,8.0,2.0,Yes,S003,16,4.1,Partly Cloudy,Tuesday,June
O0118923,2026-06-09,21:36:00,Norwich City Centre,Dine-in,C10055,Loyal,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Contactless,27.0,4.0,Yes,S005,11,4.5,Partly Cloudy,Tuesday,June
O0118923-2,2025-06-10,21:36:00,Norwich City Centre,Dine-in,C10055,Loyal,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,19.0,4.0,Yes,S006,31,4.9,Partly Cloudy,Tuesday,June
O0118924,2026-06-02,20:19:00,Norwich Riverside,Dine-in,C10819,Loyal,drinks,House Sangria,3,8.0,0.15,20.4,4.8,15.6,Card,15.0,4.0,No,S001,21,5.0,Partly Cloudy,Tuesday,June
O0118924-2,2026-06-02,20:19:00,Norwich Riverside,Dine-in,C10819,Loyal,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Card,19.0,2.0,No,S002,18,4.5,Partly Cloudy,Tuesday,June
O0118924-3,2026-06-02,20:19:00,Norwich Riverside,Dine-in,C10819,Loyal,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,2.0,2.0,Yes,S003,26,4.5,Partly Cloudy,Tuesday,June
O0118924-4,2026-06-02,20:19:00,Norwich Riverside,Dine-in,C10819,Loyal,drinks,Coffee,3,3.0,0.0,9.0,1.35,7.65,Card,19.0,4.0,No,S001,20,4.4,Partly Cloudy,Tuesday,June
O0118925,2026-06-23,20:37:00,Norwich City Centre,Dine-in,C10773,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Contactless,17.0,6.0,Yes,S003,5,3.7,Partly Cloudy,Tuesday,June
O0118925-2,2026-06-02,20:37:00,Norwich City Centre,Dine-in,C10773,New,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Online,27.0,4.0,Yes,S003,34,4.2,Partly Cloudy,Tuesday,June
O0118926,2025-06-10,21:40:00,Norwich City Centre,Dine-in,C17027,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,7.0,2.0,Yes,S004,22,4.2,Partly Cloudy,Tuesday,June
O0118927,2026-06-16,19:34:00,Norwich City Centre,Dine-in,C11279,Loyal,desserts,Crema Catalana,2,6.5,0.0,13.0,2.86,10.14,Contactless,18.0,6.0,No,S003,27,3.3,Partly Cloudy,Tuesday,June
O0118927-2,2026-06-02,19:34:00,Norwich City Centre,Dine-in,C11279,Loyal,tapas,Spanish Omelette,1,7.0,0.1,6.3,1.68,4.62,Cash,25.0,4.0,No,S003,14,4.2,Partly Cloudy,Tuesday,June
O0118927-3,2026-06-30,19:34:00,Norwich City Centre,Dine-in,C11279,Loyal,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,23.0,6.0,No,S006,25,4.2,Partly Cloudy,Tuesday,June
O0118928,2025-06-10,21:59:00,Norwich City Centre,Dine-in,C13045,Returning,desserts,Crema Catalana,1,6.5,0.05,6.17,1.43,4.74,Contactless,5.0,4.0,No,S005,24,3.8,Partly Cloudy,Tuesday,June
O0118928-2,2025-06-03,21:59:00,Norwich City Centre,Dine-in,C13045,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Online,1.0,2.0,No,S002,14,4.8,Partly Cloudy,Tuesday,June
O0118929,2026-06-02,20:48:00,Norwich Riverside,Dine-in,C16473,New,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Contactless,22.0,2.0,No,S006,12,4.5,Partly Cloudy,Tuesday,June
O0118929-2,2026-06-02,20:48:00,Norwich Riverside,Dine-in,C16473,New,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,9.0,4.0,Yes,S006,9,4.5,Partly Cloudy,Tuesday,June
O0118930,2026-06-02,18:49:00,Norwich Riverside,Delivery,C14420,Loyal,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Contactless,,,No,S005,7,4.1,Partly Cloudy,Tuesday,June
O0118930-2,2026-06-02,18:49:00,Norwich Riverside,Delivery,C14420,Loyal,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Card,,,No,S005,19,4.5,Partly Cloudy,Tuesday,June
O0118930-3,2026-06-02,18:49:00,Norwich Riverside,Delivery,C14420,Loyal,tapas,Spanish Omelette,2,7.0,0.05,13.3,3.36,9.94,Card,,,No,S002,13,4.2,Partly Cloudy,Tuesday,June
O0118930-4,2026-06-02,18:49:00,Norwich Riverside,Delivery,C14420,Loyal,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Cash,,,No,S004,6,5.0,Partly Cloudy,Tuesday,June
O0118931,2026-06-02,20:16:00,Norwich Riverside,Dine-in,C19621,New,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Contactless,28.0,2.0,No,S003,15,4.5,Partly Cloudy,Tuesday,June
O0118931-2,2026-06-02,20:16:00,Norwich Riverside,Dine-in,C19621,New,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Card,23.0,4.0,Yes,S004,21,4.5,Partly Cloudy,Tuesday,June
O0118931-3,2026-06-02,20:16:00,Norwich Riverside,Dine-in,C19621,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,7.0,4.0,Yes,S002,23,4.6,Partly Cloudy,Tuesday,June
O0118932,2026-06-02,21:04:00,Norwich Riverside,Dine-in,C10059,New,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Online,30.0,4.0,No,S001,13,4.5,Partly Cloudy,Tuesday,June
O0118932-2,2026-06-02,21:04:00,Norwich Riverside,Dine-in,C10059,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,1.0,4.0,No,S006,24,3.9,Partly Cloudy,Tuesday,June
O0118933,2026-06-02,16:16:00,Norwich Riverside,Delivery,C13840,New,mains,Vegetable Paella,1,17.5,0.1,15.75,4.73,11.02,Card,,,No,S002,13,4.1,Partly Cloudy,Tuesday,June
O0118933-2,2026-06-02,16:16:00,Norwich Riverside,Delivery,C13840,New,mains,Chicken & Chorizo Paella,1,19.5,0.05,18.52,5.65,12.87,Contactless,,,No,S003,12,4.0,Partly Cloudy,Tuesday,June
O0118933-3,2026-06-02,16:16:00,Norwich Riverside,Delivery,C13840,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Contactless,,,No,S005,9,4.8,Partly Cloudy,Tuesday,June
O0118934,2025-06-03,14:35:00,Norwich City Centre,Delivery,C10377,Returning,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Contactless,,,No,S002,9,4.2,Partly Cloudy,Tuesday,June
O0118935,2026-06-02,13:24:00,Norwich Riverside,Takeaway,C10986,New,drinks,Coffee,2,3.0,0.0,6.0,0.9,5.1,Contactless,,,No,S002,13,4.4,Partly Cloudy,Tuesday,June
O0118935-2,2026-06-02,13:24:00,Norwich Riverside,Takeaway,C10986,New,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Online,,,No,S004,9,5.0,Partly Cloudy,Tuesday,June
O0118935-3,2026-06-02,13:24:00,Norwich Riverside,Takeaway,C10986,New,drinks,Coffee,3,3.0,0.05,8.55,1.35,7.2,Contactless,,,No,S005,8,4.1,Partly Cloudy,Tuesday,June
O0118936,2026-06-09,21:12:00,Norwich City Centre,Dine-in,C13643,New,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Contactless,14.0,6.0,No,S005,14,4.7,Partly Cloudy,Tuesday,June
O0118936-2,2026-06-02,21:12:00,Norwich City Centre,Dine-in,C13643,New,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Online,11.0,2.0,No,S005,12,4.4,Partly Cloudy,Tuesday,June
O0118937,2026-06-30,20:13:00,Norwich City Centre,Dine-in,C17436,Returning,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,7.0,4.0,No,S004,16,4.7,Partly Cloudy,Tuesday,June
O0118937-2,2026-06-16,20:13:00,Norwich City Centre,Dine-in,C17436,Returning,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Contactless,21.0,4.0,Yes,S003,19,4.1,Partly Cloudy,Tuesday,June
O0118937-3,2025-06-24,20:13:00,Norwich City Centre,Dine-in,C17436,Returning,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Contactless,17.0,4.0,No,S003,11,4.1,Partly Cloudy,Tuesday,June
O0118937-4,2026-06-02,20:13:00,Norwich City Centre,Dine-in,C17436,Returning,drinks,Soft Drink,3,3.2,0.0,9.6,1.73,7.87,Contactless,27.0,2.0,Yes,S005,22,5.0,Partly Cloudy,Tuesday,June
O0118938,2026-06-02,18:11:00,Norwich Riverside,Dine-in,C13174,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Online,24.0,2.0,Yes,S006,22,3.6,Partly Cloudy,Tuesday,June
O0118938-2,2026-06-02,18:11:00,Norwich Riverside,Dine-in,C13174,Returning,tapas,Croquetas,1,8.5,0.1,7.65,2.38,5.27,Contactless,18.0,2.0,No,S003,20,4.8,Partly Cloudy,Tuesday,June
O0118938-3,2026-06-02,18:11:00,Norwich Riverside,Dine-in,C13174,Returning,drinks,Soft Drink,1,3.2,0.05,3.04,0.58,2.46,Contactless,6.0,2.0,Yes,S003,17,3.8,Partly Cloudy,Tuesday,June
O0118939,2026-06-16,18:42:00,Norwich City Centre,Dine-in,C11298,Returning,drinks,House Sangria,3,8.0,0.0,24.0,4.8,19.2,Online,18.0,4.0,Yes,S005,21,4.3,Partly Cloudy,Tuesday,June
O0118939-2,2026-06-23,18:42:00,Norwich City Centre,Dine-in,C11298,Returning,drinks,Soft Drink,2,3.2,0.0,6.4,1.15,5.25,Card,16.0,4.0,Yes,S004,17,4.4,Partly Cloudy,Tuesday,June
O0118939-3,2026-06-23,18:42:00,Norwich City Centre,Dine-in,C11298,Returning,desserts,Crema Catalana,1,6.5,0.05,6.17,1.43,4.74,Card,16.0,2.0,Yes,S002,13,4.8,Partly Cloudy,Tuesday,June
O0118939-4,2026-06-02,18:42:00,Norwich City Centre,Dine-in,C11298,Returning,tapas,Garlic Prawns,1,10.5,0.05,9.97,3.47,6.5,Contactless,7.0,2.0,Yes,S006,29,4.2,Partly Cloudy,Tuesday,June
O0118940,2026-06-02,12:33:00,Norwich City Centre,Delivery,C11210,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,,,No,S005,10,3.9,Partly Cloudy,Tuesday,June
O0118940-2,2026-06-23,12:33:00,Norwich City Centre,Delivery,C11210,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,,,No,S006,28,3.6,Partly Cloudy,Tuesday,June
O0118940-3,2025-06-10,12:33:00,Norwich City Centre,Delivery,C11210,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,,,No,S002,20,4.3,Partly Cloudy,Tuesday,June
O0118940-4,2026-06-23,12:33:00,Norwich City Centre,Delivery,C11210,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Contactless,,,No,S001,9,4.4,Partly Cloudy,Tuesday,June
O0118941,2025-06-24,14:49:00,Norwich City Centre,Takeaway,C15041,Loyal,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S005,15,4.7,Partly Cloudy,Tuesday,June
O0118941-2,2026-06-30,14:49:00,Norwich City Centre,Takeaway,C15041,Loyal,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Contactless,,,No,S004,27,4.6,Partly Cloudy,Tuesday,June
O0118942,2025-06-10,22:22:00,Norwich City Centre,Dine-in,C11243,Returning,drinks,Sparkling Water,3,2.8,0.0,8.4,1.34,7.06,Online,20.0,2.0,No,S003,17,3.2,Partly Cloudy,Tuesday,June
O0118942-2,2026-06-09,22:22:00,Norwich City Centre,Dine-in,C11243,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Contactless,7.0,2.0,Yes,S002,17,4.1,Partly Cloudy,Tuesday,June
O0118942-3,2025-06-03,22:22:00,Norwich City Centre,Dine-in,C11243,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Online,19.0,4.0,Yes,S002,11,4.2,Partly Cloudy,Tuesday,June
O0118943,2026-06-09,20:33:00,Norwich City Centre,Dine-in,C19645,Loyal,desserts,Crema Catalana,1,6.5,0.15,5.52,1.43,4.09,Contactless,29.0,6.0,No,S001,18,5.0,Partly Cloudy,Tuesday,June
O0118943-2,2026-06-23,20:33:00,Norwich City Centre,Dine-in,C19645,Loyal,desserts,Churros,2,6.0,0.0,12.0,2.4,9.6,Card,21.0,2.0,No,S004,15,4.2,Partly Cloudy,Tuesday,June
O0118944,2026-06-02,21:32:00,Norwich Riverside,Dine-in,C18671,New,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,30.0,4.0,No,S001,22,5.0,Partly Cloudy,Tuesday,June
O0118944-2,2026-06-02,21:32:00,Norwich Riverside,Dine-in,C18671,New,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Contactless,29.0,4.0,Yes,S005,5,4.5,Partly Cloudy,Tuesday,June
O0118944-3,2026-06-02,21:32:00,Norwich Riverside,Dine-in,C18671,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,19.0,2.0,Yes,S001,24,4.2,Partly Cloudy,Tuesday,June
O0118945,2026-06-02,13:10:00,Norwich Riverside,Delivery,C14200,Returning,tapas,Patatas Bravas,2,7.5,0.05,14.25,3.75,10.5,Cash,,,No,S005,6,4.1,Partly Cloudy,Tuesday,June
O0118945-2,2026-06-02,13:10:00,Norwich Riverside,Delivery,C14200,Returning,drinks,Soft Drink,1,3.2,0.05,3.04,0.58,2.46,Online,,,No,S001,16,4.2,Partly Cloudy,Tuesday,June
O0118945-3,2026-06-02,13:10:00,Norwich Riverside,Delivery,C14200,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Contactless,,,No,S004,19,4.4,Partly Cloudy,Tuesday,June
O0118945-4,2026-06-02,13:10:00,Norwich Riverside,Delivery,C14200,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Contactless,,,No,S005,16,3.4,Partly Cloudy,Tuesday,June
O0118946,2026-06-02,11:40:00,Norwich Riverside,Delivery,C15696,Loyal,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Online,,,No,S001,13,4.9,Partly Cloudy,Tuesday,June
O0118946-2,2026-06-02,11:40:00,Norwich Riverside,Delivery,C15696,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.1,17.55,5.65,11.9,Contactless,,,No,S005,15,4.2,Partly Cloudy,Tuesday,June
O0118946-3,2026-06-02,11:40:00,Norwich Riverside,Delivery,C15696,Loyal,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,,,No,S003,20,4.7,Partly Cloudy,Tuesday,June
O0118947,2025-06-17,21:10:00,Norwich City Centre,Delivery,C14200,New,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Contactless,,,No,S003,18,4.7,Partly Cloudy,Tuesday,June
O0118947-2,2026-06-09,21:10:00,Norwich City Centre,Delivery,C14200,New,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Card,,,No,S005,9,4.3,Partly Cloudy,Tuesday,June
O0118947-3,2026-06-23,21:10:00,Norwich City Centre,Delivery,C14200,New,mains,Vegetable Paella,1,17.5,0.05,16.62,4.73,11.89,Contactless,,,No,S004,7,4.7,Partly Cloudy,Tuesday,June
O0118948,2026-06-30,13:17:00,Norwich City Centre,Delivery,C18724,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S004,9,4.1,Partly Cloudy,Tuesday,June
O0118948-2,2026-06-23,13:17:00,Norwich City Centre,Delivery,C18724,Returning,tapas,Garlic Prawns,2,10.5,0.05,19.95,6.93,13.02,Online,,,No,S003,25,4.4,Partly Cloudy,Tuesday,June
O0118949,2025-06-03,18:05:00,Norwich City Centre,Dine-in,C17375,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,6.0,4.0,Yes,S006,25,3.8,Partly Cloudy,Tuesday,June
O0118949-2,2025-06-03,18:05:00,Norwich City Centre,Dine-in,C17375,Loyal,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Cash,4.0,2.0,Yes,S006,11,4.1,Partly Cloudy,Tuesday,June
O0118950,2025-06-24,17:10:00,Norwich City Centre,Delivery,C15092,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,,,No,S002,17,3.8,Partly Cloudy,Tuesday,June
O0118950-2,2026-06-09,17:10:00,Norwich City Centre,Delivery,C15092,New,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Contactless,,,No,S006,18,4.4,Partly Cloudy,Tuesday,June
O0118950-3,2025-06-17,17:10:00,Norwich City Centre,Delivery,C15092,New,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Cash,,,No,S004,24,4.3,Partly Cloudy,Tuesday,June
O0118951,2026-06-02,19:23:00,Norwich Riverside,Takeaway,C15669,New,mains,Black Rice with Squid,1,21.0,0.05,19.95,6.3,13.65,Contactless,,,No,S003,20,4.4,Partly Cloudy,Tuesday,June
O0118951-2,2026-06-02,19:23:00,Norwich Riverside,Takeaway,C15669,New,tapas,Croquetas,2,8.5,0.1,15.3,4.76,10.54,Contactless,,,No,S005,18,3.7,Partly Cloudy,Tuesday,June
O0118952,2026-06-02,22:52:00,Norwich Riverside,Dine-in,C17290,Returning,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Card,27.0,2.0,No,S004,11,4.3,Partly Cloudy,Tuesday,June
O0118952-2,2026-06-02,22:52:00,Norwich Riverside,Dine-in,C17290,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,20.0,2.0,No,S003,17,4.8,Partly Cloudy,Tuesday,June
O0118952-3,2026-06-02,22:52:00,Norwich Riverside,Dine-in,C17290,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,26.0,2.0,Yes,S003,23,4.1,Partly Cloudy,Tuesday,June
O0118952-4,2026-06-02,22:52:00,Norwich Riverside,Dine-in,C17290,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Online,12.0,2.0,No,S003,9,4.8,Partly Cloudy,Tuesday,June
O0118952-5,2026-06-02,22:52:00,Norwich Riverside,Dine-in,C17290,Returning,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Cash,1.0,2.0,No,S005,13,4.7,Partly Cloudy,Tuesday,June
O0118953,2026-06-02,18:32:00,Norwich Riverside,Dine-in,C14796,Returning,drinks,Coffee,2,3.0,0.0,6.0,0.9,5.1,Contactless,4.0,4.0,No,S005,20,4.5,Partly Cloudy,Tuesday,June
O0118953-2,2026-06-02,18:32:00,Norwich Riverside,Dine-in,C14796,Returning,drinks,Sparkling Water,4,2.8,0.1,10.08,1.79,8.29,Card,9.0,6.0,Yes,S006,24,3.8,Partly Cloudy,Tuesday,June
O0118953-3,2026-06-02,18:32:00,Norwich Riverside,Dine-in,C14796,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Online,29.0,2.0,No,S003,26,4.0,Partly Cloudy,Tuesday,June
O0118954,2026-06-09,18:05:00,Norwich City Centre,Dine-in,C12947,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,20.0,4.0,No,S002,17,4.4,Partly Cloudy,Tuesday,June
O0118954-2,2025-06-17,18:05:00,Norwich City Centre,Dine-in,C12947,Returning,drinks,Sparkling Water,3,2.8,0.0,8.4,1.34,7.06,Contactless,21.0,4.0,Yes,S002,9,4.2,Partly Cloudy,Tuesday,June
O0118954-3,2026-06-16,18:05:00,Norwich City Centre,Dine-in,C12947,Returning,mains,Black Rice with Squid,1,21.0,0.1,18.9,6.3,12.6,Contactless,21.0,2.0,No,S004,14,4.6,Partly Cloudy,Tuesday,June
O0118955,2026-06-30,17:31:00,Norwich City Centre,Dine-in,C15654,Returning,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Card,21.0,2.0,Yes,S005,16,3.6,Partly Cloudy,Tuesday,June
